Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2011,процент,,,городское население,неполное среднее,,,,3.3224755700325734
2012,процент,,,городское население,неполное среднее,,,,1.568334578043316
2013,процент,,,городское население,неполное среднее,,,,1.30718954248366
2014,процент,,,городское население,неполное среднее,,,,1.5005359056806002
2015,процент,,,городское население,неполное среднее,,,,2.1040974529346617
2016,процент,,,городское население,неполное среднее,,,,1.4416775884665791
2017,процент,,,городское население,неполное среднее,,,,1.5652173913043481
2018,процент,,,городское население,неполное среднее,,,,1.2459371614301191
2010,процент,,,городское население,начальное и ниже,,,,4.925290536801328
2011,процент,,,городское население,начальное и ниже,,,,1.6286644951140066
2012,процент,,,городское население,начальное и ниже,,,,3.3607169529499625
2013,процент,,,городское население,начальное и ниже,,,,2.6143790849673203
2014,процент,,,городское население,начальное и ниже,,,,0.7502679528403001
2015,процент,,,городское население,начальное и ниже,,,,1.7718715393133997
2016,процент,,,городское население,начальное и ниже,,,,1.4416775884665791
2017,процент,,,городское население,начальное и ниже,,,,0.8695652173913043
2018,процент,,,городское население,начальное и ниже,,,,2.2210184182015174
2010,процент,,,городское население,не указавшие,,,,11.01272827891533
2011,процент,,,городское население,не указавшие,,,,8.403908794788274
2012,процент,,,городское население,не указавшие,,,,16.728902165795375
2013,процент,,,городское население,не указавшие,,,,34.173669467787114
2014,процент,,,городское население,не указавшие,,,,39.228295819935695
2015,процент,,,городское население,не указавшие,,,,41.41749723145072
2016,процент,,,городское население,не указавшие,,,,36.041939711664476
2017,процент,,,городское население,не указавшие,,,,39.65217391304348
2018,процент,,,городское население,не указавшие,,,,51.5709642470206
2010,процент,,,сельское население,по уровню образования,,,,100.0
2011,процент,,,сельское население,по уровню образования,,,,100.0
2012,процент,,,сельское население,по уровню образования,,,,100.0
2013,процент,,,сельское население,по уровню образования,,,,100.0
2014,процент,,,сельское население,по уровню образования,,,,100.0
2015,процент,,,сельское население,по уровню образования,,,,100.0
2016,процент,,,сельское население,по уровню образования,,,,100.0
2017,процент,,,сельское население,по уровню образования,,,,100.0
2018,процент,,,сельское население,по уровню образования,,,,100.0
2010,процент,,,сельское население,высшее,,,,9.851169383416018
2011,процент,,,сельское население,высшее,,,,12.284069097888676
2012,процент,,,сельское население,высшее,,,,9.241245136186773
2013,процент,,,сельское население,высшее,,,,7.284768211920531
2014,процент,,,сельское население,высшее,,,,9.45017182130584
2015,процент,,,сельское население,высшее,,,,7.056451612903228
2016,процент,,,сельское население,высшее,,,,10.782241014799157
2017,процент,,,сельское население,высшее,,,,10.336538461538463
2018,процент,,,сельское население,высшее,,,,6.95067264573991
2010,процент,,,сельское население,незаконченное высшее,,,,1.0630758327427356
2011,процент,,,сельское население,незаконченное высшее,,,,1.8234165067178505
2012,процент,,,сельское население,незаконченное высшее,,,,1.5564202334630348
2013,процент,,,сельское население,незаконченное высшее,,,,2.119205298013245
2014,процент,,,сельское население,незаконченное высшее,,,,2.405498281786942
2015,процент,,,сельское население,незаконченное высшее,,,,0.6048387096774194
2016,процент,,,сельское население,незаконченное высшее,,,,1.4799154334038054
2017,процент,,,сельское население,незаконченное высшее,,,,2.1634615384615383
2018,процент,,,сельское население,незаконченное высшее,,,,0.4484304932735426
2010,процент,,,сельское население,среднее специальное,,,,13.182140326009922
2011,процент,,,сельское население,среднее специальное,,,,16.698656429942414
2012,процент,,,сельское население,среднее специальное,,,,14.785992217898832
2013,процент,,,сельское население,среднее специальное,,,,10.331125827814569
2014,процент,,,сельское население,среднее специальное,,,,12.542955326460481
2015,процент,,,сельское население,среднее специальное,,,,11.895161290322582
2016,процент,,,сельское население,среднее специальное,,,,15.433403805496829
2017,процент,,,сельское население,среднее специальное,,,,12.259615384615385
2018,процент,,,сельское население,среднее специальное,,,,8.44544095665172
2010,процент,,,сельское население,среднее общее,,,,61.800141743444364
2011,процент,,,сельское население,среднее общее,,,,57.965451055662186
2012,процент,,,сельское население,среднее общее,,,,50.97276264591439
2013,процент,,,сельское население,среднее общее,,,,34.70198675496688
2014,процент,,,сельское население,среднее общее,,,,34.192439862542955
2015,процент,,,сельское население,среднее общее,,,,27.41935483870968
2016,процент,,,сельское население,среднее общее,,,,27.90697674418605
2017,процент,,,сельское население,среднее общее,,,,27.40384615384616
2018,процент,,,сельское население,среднее общее,,,,19.20777279521674
2010,процент,,,сельское население,неполное среднее,,,,1.559177888022679
2011,процент,,,сельское население,неполное среднее,,,,1.4395393474088292
2012,процент,,,сельское население,неполное среднее,,,,1.7509727626459144
2013,процент,,,сельское население,неполное среднее,,,,1.7218543046357615
2014,процент,,,сельское население,неполное среднее,,,,2.233676975945017
2015,процент,,,сельское население,неполное среднее,,,,2.0161290322580645
2016,процент,,,сельское население,неполное среднее,,,,1.9027484143763211
2017,процент,,,сельское население,неполное среднее,,,,3.3653846153846154
2018,процент,,,сельское население,неполное среднее,,,,1.7189835575485801
2010,процент,,,сельское население,начальное и ниже,,,,4.8901488306165835
2011,процент,,,сельское население,начальное и ниже,,,,2.783109404990403
2012,процент,,,сельское население,начальное и ниже,,,,3.210116731517509
2013,процент,,,сельское население,начальное и ниже,,,,3.7086092715231787
2014,процент,,,сельское население,начальное и ниже,,,,0.1718213058419244
2015,процент,,,сельское население,начальное и ниже,,,,1.411290322580645
2016,процент,,,сельское население,начальное и ниже,,,,0.21141649048625796
2017,процент,,,сельское население,начальное и ниже,,,,1.4423076923076923
2018,процент,,,сельское население,начальное и ниже,,,,1.7937219730941705
2010,процент,,,сельское население,не указавшие,,,,7.654145995747696
2011,процент,,,сельское население,не указавшие,,,,7.0057581573896375
2012,процент,,,сельское население,не указавшие,,,,18.482490272373546
2013,процент,,,сельское население,не указавшие,,,,40.132450331125824
2014,процент,,,сельское население,не указавшие,,,,39.00343642611684
2015,процент,,,сельское население,не указавшие,,,,49.596774193548384
2016,процент,,,сельское население,не указавшие,,,,42.28329809725159
2017,процент,,,сельское население,не указавшие,,,,43.028846153846146
2018,процент,,,сельское население,не указавшие,,,,61.43497757847533
2010,процент,мальчики,,,,по брачному состоянию матери,,,100.0
2011,процент,мальчики,,,,по брачному состоянию матери,,,100.0
2012,процент,мальчики,,,,по брачному состоянию матери,,,100.0
2013,процент,мальчики,,,,по брачному состоянию матери,,,100.0
2014,процент,мальчики,,,,по брачному состоянию матери,,,100.0
2015,процент,мальчики,,,,по брачному состоянию матери,,,100.0
2016,процент,мальчики,,,,по брачному состоянию матери,,,100.0
2017,процент,мальчики,,,,по брачному состоянию матери,,,100.0
2018,процент,мальчики,,,,по брачному состоянию матери,,,100.0
2010,процент,мальчики,,,,состоял (а) в браке,,,54.85926712692512
2011,процент,мальчики,,,,состоял (а) в браке,,,59.893404397068615
2012,процент,мальчики,,,,состоял (а) в браке,,,55.003652300949604
2013,процент,мальчики,,,,состоял (а) в браке,,,46.26038781163435
2014,процент,мальчики,,,,состоял (а) в браке,,,47.66780432309442
2015,процент,мальчики,,,,состоял (а) в браке,,,42.307692307692314
2016,процент,мальчики,,,,состоял (а) в браке,,,48.005502063273724
2017,процент,мальчики,,,,состоял (а) в браке,,,46.43478260869565
2018,процент,мальчики,,,,состоял (а) в браке,,,36.36363636363637
2010,процент,мальчики,,,,не состоял (а) в браке,,,33.0323951141795
2011,процент,мальчики,,,,не состоял (а) в браке,,,29.31379080612925
2012,процент,мальчики,,,,не состоял (а) в браке,,,23.59386413440468
2013,процент,мальчики,,,,не состоял (а) в браке,,,18.097876269621423
2014,процент,мальчики,,,,не состоял (а) в браке,,,16.723549488054605
2015,процент,мальчики,,,,не состоял (а) в браке,,,15.504807692307693
2016,процент,мальчики,,,,не состоял (а) в браке,,,14.580467675378268
2017,процент,мальчики,,,,не состоял (а) в браке,,,12.869565217391305
2018,процент,мальчики,,,,не состоял (а) в браке,,,13.213530655391118
2010,процент,мальчики,,,,вдовец (вдова),,,0.10621348911311736
2011,процент,мальчики,,,,вдовец (вдова),,,0.2664890073284477
2012,процент,мальчики,,,,вдовец (вдова),,,0.07304601899196493
2013,процент,мальчики,,,,вдовец (вдова),,,0.2770083102493075
2014,процент,мальчики,,,,вдовец (вдова),,,0.11376564277588168
2015,процент,мальчики,,,,вдовец (вдова),,,0.0
2016,процент,мальчики,,,,вдовец (вдова),,,0.1375515818431912
2017,процент,мальчики,,,,вдовец (вдова),,,0.0
2018,процент,мальчики,,,,вдовец (вдова),,,0.15856236786469344
2010,процент,мальчики,,,,разведен(а),,,0.5310674455655868
2011,процент,мальчики,,,,разведен(а),,,0.4663557628247834
2012,процент,мальчики,,,,разведен(а),,,0.2921840759678598
2013,процент,мальчики,,,,разведен(а),,,0.09233610341643582
2014,процент,мальчики,,,,разведен(а),,,0.6825938566552902
2015,процент,мальчики,,,,разведен(а),,,0.3605769230769231
2016,процент,мальчики,,,,разведен(а),,,0.0
2017,процент,мальчики,,,,разведен(а),,,0.5217391304347827
2018,процент,мальчики,,,,разведен(а),,,0.21141649048625796
2010,процент,мальчики,,,,не указано,,,11.471056824216676
2011,процент,мальчики,,,,не указано,,,10.0599600266489
2012,процент,мальчики,,,,не указано,,,21.037253469685897
2013,процент,мальчики,,,,не указано,,,35.272391505078495
2014,процент,мальчики,,,,не указано,,,34.8122866894198
2015,процент,мальчики,,,,не указано,,,41.82692307692308
2016,процент,мальчики,,,,не указано,,,37.27647867950481
2017,процент,мальчики,,,,не указано,,,40.17391304347826
2018,процент,мальчики,,,,не указано,,,50.05285412262157
2010,процент,девочки,,,,по брачному состоянию матери,,,100.0
2011,процент,девочки,,,,по брачному состоянию матери,,,100.0
2012,процент,девочки,,,,по брачному состоянию матери,,,100.0
2013,процент,девочки,,,,по брачному состоянию матери,,,100.0
2014,процент,девочки,,,,по брачному состоянию матери,,,100.0
2015,процент,девочки,,,,по брачному состоянию матери,,,100.0
2016,процент,девочки,,,,по брачному состоянию матери,,,100.0
2017,процент,девочки,,,,по брачному состоянию матери,,,100.0
2018,процент,девочки,,,,по брачному состоянию матери,,,100.0
2010,процент,девочки,,,,состоял (а) в браке,,,54.7565543071161
2011,процент,девочки,,,,состоял (а) в браке,,,58.36431226765799
2012,процент,девочки,,,,состоял (а) в браке,,,53.05917753259778
2013,процент,девочки,,,,состоял (а) в браке,,,47.91386271870793
2014,процент,девочки,,,,состоял (а) в браке,,,48.899371069182386
2015,процент,девочки,,,,состоял (а) в браке,,,45.85537918871252
2016,процент,девочки,,,,состоял (а) в браке,,,51.27701375245579
2017,процент,девочки,,,,состоял (а) в браке,,,51.20192307692307
2018,процент,девочки,,,,состоял (а) в браке,,,36.30030959752322
2010,процент,девочки,,,,не состоял (а) в браке,,,31.011235955056186
2011,процент,девочки,,,,не состоял (а) в браке,,,29.182156133829004
2012,процент,девочки,,,,не состоял (а) в браке,,,21.965897693079235
2013,процент,девочки,,,,не состоял (а) в браке,,,17.765814266487215
2014,процент,девочки,,,,не состоял (а) в браке,,,15.723270440251572
2015,процент,девочки,,,,не состоял (а) в браке,,,14.109347442680777
2016,процент,девочки,,,,не состоял (а) в браке,,,11.591355599214143
2017,процент,девочки,,,,не состоял (а) в браке,,,10.817307692307693
2018,процент,девочки,,,,не состоял (а) в браке,,,12.693498452012385
2010,процент,девочки,,,,вдовец (вдова),,,0.0
2011,процент,девочки,,,,вдовец (вдова),,,0.09293680297397768
2012,процент,девочки,,,,вдовец (вдова),,,0.0
2013,процент,девочки,,,,вдовец (вдова),,,0.0
2014,процент,девочки,,,,вдовец (вдова),,,0.15723270440251574
2015,процент,девочки,,,,вдовец (вдова),,,0.1763668430335097
2016,процент,девочки,,,,вдовец (вдова),,,0.0
2017,процент,девочки,,,,вдовец (вдова),,,0.2403846153846154
2018,процент,девочки,,,,вдовец (вдова),,,0.541795665634675
2010,процент,девочки,,,,разведен(а),,,0.8988764044943821
2011,процент,девочки,,,,разведен(а),,,0.7434944237918215
2012,процент,девочки,,,,разведен(а),,,0.20060180541624875
2013,процент,девочки,,,,разведен(а),,,0.13458950201884254
2014,процент,девочки,,,,разведен(а),,,0.628930817610063
2015,процент,девочки,,,,разведен(а),,,0.3527336860670194
2016,процент,девочки,,,,разведен(а),,,0.3929273084479371
2017,процент,девочки,,,,разведен(а),,,0.4807692307692308
2018,процент,девочки,,,,разведен(а),,,0.30959752321981426
2010,процент,девочки,,,,не указано,,,13.333333333333336
2011,процент,девочки,,,,не указано,,,11.617100371747213
2012,процент,девочки,,,,не указано,,,24.774322968906716
2013,процент,девочки,,,,не указано,,,34.185733512786
2014,процент,девочки,,,,не указано,,,34.59119496855346
2015,процент,девочки,,,,не указано,,,39.50617283950617
2016,процент,девочки,,,,не указано,,,36.738703339882115
2017,процент,девочки,,,,не указано,,,37.259615384615394
2018,процент,девочки,,,,не указано,,,50.15479876160991
2010,процент,,,городское население,,по брачному состоянию матери,,,100.0
2011,процент,,,городское население,,по брачному состоянию матери,,,100.0
2012,процент,,,городское население,,по брачному состоянию матери,,,100.0
2013,процент,,,городское население,,по брачному состоянию матери,,,100.0
2014,процент,,,городское население,,по брачному состоянию матери,,,100.0
2015,процент,,,городское население,,по брачному состоянию матери,,,100.0
2016,процент,,,городское население,,по брачному состоянию матери,,,100.0
2017,процент,,,городское население,,по брачному состоянию матери,,,100.0
2018,процент,,,городское население,,по брачному состоянию матери,,,100.0
2010,процент,,,городское население,,состоял (а) в браке,,,53.90149418926397
2011,процент,,,городское население,,состоял (а) в браке,,,58.37133550488599
2012,процент,,,городское население,,состоял (а) в браке,,,53.62210604929052
2013,процент,,,городское население,,состоял (а) в браке,,,47.61904761904761
2014,процент,,,городское население,,состоял (а) в браке,,,45.98070739549839
2015,процент,,,городское население,,состоял (а) в браке,,,45.736434108527135
2016,процент,,,городское население,,состоял (а) в браке,,,50.58977719528178
2017,процент,,,городское население,,состоял (а) в браке,,,48.69565217391305
2018,процент,,,городское население,,состоял (а) в браке,,,39.27410617551463
2010,процент,,,городское население,,не состоял (а) в браке,,,31.82069728832318
2011,процент,,,городское население,,не состоял (а) в браке,,,29.055374592833875
2012,процент,,,городское население,,не состоял (а) в браке,,,24.346527259148623
2013,процент,,,городское население,,не состоял (а) в браке,,,19.70121381886088
2014,процент,,,городское население,,не состоял (а) в браке,,,19.18542336548768
2015,процент,,,городское население,,не состоял (а) в браке,,,16.832779623477293
2016,процент,,,городское население,,не состоял (а) в браке,,,13.761467889908257
2017,процент,,,городское население,,не состоял (а) в браке,,,13.043478260869565
2018,процент,,,городское население,,не состоял (а) в браке,,,13.867822318526542
2010,процент,,,городское население,,вдовец (вдова),,,0.0
2011,процент,,,городское население,,вдовец (вдова),,,0.13029315960912052
2012,процент,,,городское население,,вдовец (вдова),,,0.07468259895444362
2013,процент,,,городское население,,вдовец (вдова),,,0.09337068160597572
2014,процент,,,городское население,,вдовец (вдова),,,0.0
2015,процент,,,городское население,,вдовец (вдова),,,0.11074197120708748
2016,процент,,,городское население,,вдовец (вдова),,,0.0
2017,процент,,,городское население,,вдовец (вдова),,,0.17391304347826084
2018,процент,,,городское население,,вдовец (вдова),,,0.2708559046587216
2010,процент,,,городское население,,разведен(а),,,0.8854454897620365
2011,процент,,,городское население,,разведен(а),,,0.4560260586319218
2012,процент,,,городское население,,разведен(а),,,0.4480955937266617
2013,процент,,,городское население,,разведен(а),,,0.18674136321195145
2014,процент,,,городское население,,разведен(а),,,0.964630225080386
2015,процент,,,городское население,,разведен(а),,,0.3322259136212625
2016,процент,,,городское население,,разведен(а),,,0.1310615989515072
2017,процент,,,городское население,,разведен(а),,,0.6956521739130435
2018,процент,,,городское население,,разведен(а),,,0.4333694474539545
2010,процент,,,городское население,,не указано,,,13.392363032650804
2011,процент,,,городское население,,не указано,,,11.986970684039088
2012,процент,,,городское население,,не указано,,,21.50858849887976
2013,процент,,,городское население,,не указано,,,32.39962651727357
2014,процент,,,городское население,,не указано,,,33.86923901393355
2015,процент,,,городское население,,не указано,,,36.987818383167216
2016,процент,,,городское население,,не указано,,,35.51769331585846
2017,процент,,,городское население,,не указано,,,37.39130434782609
2018,процент,,,городское население,,не указано,,,46.153846153846146
2010,процент,,,сельское население,,по брачному состоянию матери,,,100.0
2011,процент,,,сельское население,,по брачному состоянию матери,,,100.0
2012,процент,,,сельское население,,по брачному состоянию матери,,,100.0
2013,процент,,,сельское население,,по брачному состоянию матери,,,100.0
2014,процент,,,сельское население,,по брачному состоянию матери,,,100.0
2015,процент,,,сельское население,,по брачному состоянию матери,,,100.0
2016,процент,,,сельское население,,по брачному состоянию матери,,,100.0
2017,процент,,,сельское население,,по брачному состоянию матери,,,100.0
2018,процент,,,сельское население,,по брачному состоянию матери,,,100.0
2010,процент,,,сельское население,,состоял (а) в браке,,,55.988660524450744
2011,процент,,,сельское население,,состоял (а) в браке,,,60.556621880998094
2012,процент,,,сельское население,,состоял (а) в браке,,,54.86381322957199
2013,процент,,,сельское население,,состоял (а) в браке,,,45.96026490066225
2014,процент,,,сельское население,,состоял (а) в браке,,,51.718213058419245
2015,процент,,,сельское население,,состоял (а) в браке,,,40.12096774193548
2016,процент,,,сельское население,,состоял (а) в браке,,,47.35729386892178
2017,процент,,,сельское население,,состоял (а) в браке,,,48.07692307692307
2018,процент,,,сельское население,,состоял (а) в браке,,,32.28699551569507
2010,процент,,,сельское население,,не состоял (а) в браке,,,32.67186392629341
2011,процент,,,сельское население,,не состоял (а) в браке,,,29.558541266794624
2012,процент,,,сельское население,,не состоял (а) в браке,,,21.011673151750973
2013,процент,,,сельское население,,не состоял (а) в браке,,,15.496688741721856
2014,процент,,,сельское население,,не состоял (а) в браке,,,11.683848797250857
2015,процент,,,сельское население,,не состоял (а) в браке,,,11.491935483870966
2016,процент,,,сельское население,,не состоял (а) в браке,,,12.684989429175475
2017,процент,,,сельское население,,не состоял (а) в браке,,,10.576923076923077
2018,процент,,,сельское население,,не состоял (а) в браке,,,11.80866965620329
2010,процент,,,сельское население,,вдовец (вдова),,,0.14174344436569808
2011,процент,,,сельское население,,вдовец (вдова),,,0.28790786948176583
2012,процент,,,сельское население,,вдовец (вдова),,,0.09727626459143968
2013,процент,,,сельское население,,вдовец (вдова),,,0.26490066225165565
2014,процент,,,сельское население,,вдовец (вдова),,,0.3436426116838488
2015,процент,,,сельское население,,вдовец (вдова),,,0.0
2016,процент,,,сельское население,,вдовец (вдова),,,0.21141649048625796
2017,процент,,,сельское население,,вдовец (вдова),,,0.0
2018,процент,,,сельское население,,вдовец (вдова),,,0.37369207772795215
2010,процент,,,сельское население,,разведен(а),,,0.42523033309709424
2011,процент,,,сельское население,,разведен(а),,,0.7677543186180422
2012,процент,,,сельское население,,разведен(а),,,0.0
2013,процент,,,сельское население,,разведен(а),,,0.0
2014,процент,,,сельское население,,разведен(а),,,0.1718213058419244
2015,процент,,,сельское население,,разведен(а),,,0.4032258064516129
2016,процент,,,сельское население,,разведен(а),,,0.21141649048625796
2017,процент,,,сельское население,,разведен(а),,,0.2403846153846154
2018,процент,,,сельское население,,разведен(а),,,0.0
2010,процент,,,сельское население,,не указано,,,10.772501771793056
2011,процент,,,сельское население,,не указано,,,8.829174664107486
2012,процент,,,сельское население,,не указано,,,24.027237354085607
2013,процент,,,сельское население,,не указано,,,38.278145695364245
2014,процент,,,сельское население,,не указано,,,36.082474226804116
2015,процент,,,сельское население,,не указано,,,47.983870967741936
2016,процент,,,сельское население,,не указано,,,39.53488372093023
2017,процент,,,сельское население,,не указано,,,41.105769230769226
2018,процент,,,сельское население,,не указано,,,55.53064275037371
2010,процент,мальчики,,,,по гражданству матери,,,100.0
2011,процент,мальчики,,,,по гражданству матери,,,100.0
2012,процент,мальчики,,,,по гражданству матери,,,100.0
2013,процент,мальчики,,,,по гражданству матери,,,100.0
2014,процент,мальчики,,,,по гражданству матери,,,100.0
2015,процент,мальчики,,,,по гражданству матери,,,100.0
2016,процент,мальчики,,,,по гражданству матери,,,100.0
2017,процент,мальчики,,,,по гражданству матери,,,100.0
2018,процент,мальчики,,,,по гражданству матери,,,100.0
2010,процент,мальчики,,,,по гражданству матери,Казахстан,,99.68135953266064
2011,процент,мальчики,,,,по гражданству матери,Казахстан,,99.93337774816787
2012,процент,мальчики,,,,по гражданству матери,Казахстан,,99.70781592403212
2013,процент,мальчики,,,,по гражданству матери,Казахстан,,99.72299168975071
2014,процент,мальчики,,,,по гражданству матери,Казахстан,,99.54493742889649
2015,процент,мальчики,,,,по гражданству матери,Казахстан,,99.63942307692308
2016,процент,мальчики,,,,по гражданству матери,Казахстан,,99.58734525447042
2017,процент,мальчики,,,,по гражданству матери,Казахстан,,99.82608695652176
2018,процент,мальчики,,,,по гражданству матери,Казахстан,,99.73572938689215
2010,процент,мальчики,,,,по гражданству матери,не Казахстан,,0.3186404673393521
2011,процент,мальчики,,,,по гражданству матери,не Казахстан,,0.06662225183211193
2012,процент,мальчики,,,,по гражданству матери,не Казахстан,,0.2921840759678598
2013,процент,мальчики,,,,по гражданству матери,не Казахстан,,0.2770083102493075
2014,процент,мальчики,,,,по гражданству матери,не Казахстан,,0.4550625711035267
2015,процент,мальчики,,,,по гражданству матери,не Казахстан,,0.3605769230769231
2016,процент,мальчики,,,,по гражданству матери,не Казахстан,,0.4126547455295736
2017,процент,мальчики,,,,по гражданству матери,не Казахстан,,0.17391304347826084
2018,процент,мальчики,,,,по гражданству матери,не Казахстан,,0.2642706131078256
2010,процент,девочки,,,,по гражданству матери,,,100.0
2011,процент,девочки,,,,по гражданству матери,,,100.0
2012,процент,девочки,,,,по гражданству матери,,,100.0
2013,процент,девочки,,,,по гражданству матери,,,100.0
2014,процент,девочки,,,,по гражданству матери,,,100.0
2015,процент,девочки,,,,по гражданству матери,,,100.0
2016,процент,девочки,,,,по гражданству матери,,,100.0
2017,процент,девочки,,,,по гражданству матери,,,100.0
2018,процент,девочки,,,,по гражданству матери,,,100.0
2010,процент,девочки,,,,по гражданству матери,Казахстан,,99.7752808988764
2011,процент,девочки,,,,по гражданству матери,Казахстан,,100.0
2012,процент,девочки,,,,по гражданству матери,Казахстан,,99.79939819458376
2013,процент,девочки,,,,по гражданству матери,Казахстан,,99.32705248990578
2014,процент,девочки,,,,по гражданству матери,Казахстан,,99.52830188679243
2015,процент,девочки,,,,по гражданству матери,Казахстан,,99.82363315696648
2016,процент,девочки,,,,по гражданству матери,Казахстан,,99.60707269155206
2017,процент,девочки,,,,по гражданству матери,Казахстан,,99.7596153846154
2018,процент,девочки,,,,по гражданству матери,Казахстан,,99.92260061919504
2010,процент,девочки,,,,по гражданству матери,не Казахстан,,0.22471910112359555
2011,процент,девочки,,,,по гражданству матери,не Казахстан,,0.0
2012,процент,девочки,,,,по гражданству матери,не Казахстан,,0.20060180541624875
2013,процент,девочки,,,,по гражданству матери,не Казахстан,,0.6729475100942126
2014,процент,девочки,,,,по гражданству матери,не Казахстан,,0.4716981132075472
2015,процент,девочки,,,,по гражданству матери,не Казахстан,,0.1763668430335097
2016,процент,девочки,,,,по гражданству матери,не Казахстан,,0.3929273084479371
2017,процент,девочки,,,,по гражданству матери,не Казахстан,,0.2403846153846154
2018,процент,девочки,,,,по гражданству матери,не Казахстан,,0.07739938080494824
2010,процент,,,городское население,,по гражданству матери,,,100.0
2011,процент,,,городское население,,по гражданству матери,,,100.0
2012,процент,,,городское население,,по гражданству матери,,,100.0
2013,процент,,,городское население,,по гражданству матери,,,100.0
2014,процент,,,городское население,,по гражданству матери,,,100.0
2015,процент,,,городское население,,по гражданству матери,,,100.0
2016,процент,,,городское население,,по гражданству матери,,,100.0
2017,процент,,,городское население,,по гражданству матери,,,100.0
2018,процент,,,городское население,,по гражданству матери,,,100.0
2010,процент,,,городское население,,по гражданству матери,Казахстан,,99.66795794133922
2011,процент,,,городское население,,по гражданству матери,Казахстан,,99.93485342019545
2012,процент,,,городское население,,по гражданству матери,Казахстан,,99.62658700522779
2013,процент,,,городское население,,по гражданству матери,Казахстан,,99.53314659197012
2014,процент,,,городское население,,по гражданству матери,Казахстан,,99.57127545551981
2015,процент,,,городское население,,по гражданству матери,Казахстан,,99.55703211517164
2016,процент,,,городское население,,по гражданству матери,Казахстан,,99.60681520314549
2017,процент,,,городское население,,по гражданству матери,Казахстан,,100.0
2018,процент,,,городское население,,по гражданству матери,Казахстан,,99.83748645720478
2010,процент,,,городское население,,по гражданству матери,не Казахстан,,0.3320420586607637
2011,процент,,,городское население,,по гражданству матери,не Казахстан,,0.06514657980456026
2012,процент,,,городское население,,по гражданству матери,не Казахстан,,0.3734129947722181
2013,процент,,,городское население,,по гражданству матери,не Казахстан,,0.4668534080298786
2014,процент,,,городское население,,по гражданству матери,не Казахстан,,0.4287245444801715
2015,процент,,,городское население,,по гражданству матери,не Казахстан,,0.4429678848283499
2016,процент,,,городское население,,по гражданству матери,не Казахстан,,0.3931847968545216
2017,процент,,,городское население,,по гражданству матери,не Казахстан,,0.0
2018,процент,,,городское население,,по гражданству матери,не Казахстан,,0.16251354279522445
2010,процент,,,сельское население,,по гражданству матери,,,100.0
2011,процент,,,сельское население,,по гражданству матери,,,100.0
2012,процент,,,сельское население,,по гражданству матери,,,100.0
2013,процент,,,сельское население,,по гражданству матери,,,100.0
2014,процент,,,сельское население,,по гражданству матери,,,100.0
2015,процент,,,сельское население,,по гражданству матери,,,100.0
2016,процент,,,сельское население,,по гражданству матери,,,100.0
2017,процент,,,сельское население,,по гражданству матери,,,100.0
2018,процент,,,сельское население,,по гражданству матери,,,100.0
2010,процент,,,сельское население,,по гражданству матери,Казахстан,,99.78738483345144
2011,процент,,,сельское население,,по гражданству матери,Казахстан,,100.0
2012,процент,,,сельское население,,по гражданству матери,Казахстан,,99.80544747081713
2013,процент,,,сельское население,,по гражданству матери,Казахстан,,99.60264900662253
2014,процент,,,сельское население,,по гражданству матери,Казахстан,,99.48453608247421
2015,процент,,,сельское население,,по гражданству матери,Казахстан,,100.0
2016,процент,,,сельское население,,по гражданству матери,Казахстан,,99.57716701902748
2017,процент,,,сельское население,,по гражданству матери,Казахстан,,99.51923076923076
2018,процент,,,сельское население,,по гражданству матери,Казахстан,,99.77578475336323
2010,процент,,,сельское население,,по гражданству матери,не Казахстан,,0.21261516654854712
2011,процент,,,сельское население,,по гражданству матери,не Казахстан,,0.0
2012,процент,,,сельское население,,по гражданству матери,не Казахстан,,0.19455252918287935
2013,процент,,,сельское население,,по гражданству матери,не Казахстан,,0.3973509933774834
2014,процент,,,сельское население,,по гражданству матери,не Казахстан,,0.5154639175257731
2015,процент,,,сельское население,,по гражданству матери,не Казахстан,,0.0
2016,процент,,,сельское население,,по гражданству матери,не Казахстан,,0.4228329809725159
2017,процент,,,сельское население,,по гражданству матери,не Казахстан,,0.4807692307692308
2018,процент,,,сельское население,,по гражданству матери,не Казахстан,,0.22421524663677414
