Year,Units,Регионы,Пол,Местность,Возраст,GeoCode,Value
2013,процент,г_Нур-Султан,,,55-64,,5.1
2014,процент,г_Нур-Султан,,,55-64,,4.7
2015,процент,г_Нур-Султан,,,55-64,,2.8
2016,процент,г_Нур-Султан,,,55-64,,3.3
2017,процент,г_Нур-Султан,,,55-64,,23.0
2018,процент,г_Нур-Султан,,,55-64,,3.7
2010,процент,г_Нур-Султан,,,65 и старше,,0.0
2011,процент,г_Нур-Султан,,,65 и старше,,0.0
2012,процент,г_Нур-Султан,,,65 и старше,,23.2
2013,процент,г_Нур-Султан,,,65 и старше,,32.0
2014,процент,г_Нур-Султан,,,65 и старше,,0.0
2015,процент,г_Нур-Султан,,,65 и старше,,0.0
2016,процент,г_Нур-Султан,,,65 и старше,,1.6
2017,процент,г_Нур-Султан,,,65 и старше,,8.0
2010,процент,г_Алматы,,,16-24,,5.8
2011,процент,г_Алматы,,,16-24,,7.8
2012,процент,г_Алматы,,,16-24,,10.9
2013,процент,г_Алматы,,,16-24,,9.8
2014,процент,г_Алматы,,,16-24,,5.8
2015,процент,г_Алматы,,,16-24,,7.3
2016,процент,г_Алматы,,,16-24,,8.5
2017,процент,г_Алматы,,,16-24,,5.8
2018,процент,г_Алматы,,,16-24,,5.9
2010,процент,г_Алматы,,,25-28,,7.8
2011,процент,г_Алматы,,,25-28,,9.7
2012,процент,г_Алматы,,,25-28,,3.3
2013,процент,г_Алматы,,,25-28,,7.0
2014,процент,г_Алматы,,,25-28,,5.8
2015,процент,г_Алматы,,,25-28,,7.9
2016,процент,г_Алматы,,,25-28,,5.8
2017,процент,г_Алматы,,,25-28,,5.5
2018,процент,г_Алматы,,,25-28,,5.6
2010,процент,г_Алматы,,,29-34,,6.8
2011,процент,г_Алматы,,,29-34,,5.5
2012,процент,г_Алматы,,,29-34,,6.1
2013,процент,г_Алматы,,,29-34,,5.4
2014,процент,г_Алматы,,,29-34,,5.8
2015,процент,г_Алматы,,,29-34,,7.2
2016,процент,г_Алматы,,,29-34,,6.6
2017,процент,г_Алматы,,,29-34,,6.0
2018,процент,г_Алматы,,,29-34,,7.5
2010,процент,г_Алматы,,,35-44,,11.8
2011,процент,г_Алматы,,,35-44,,7.4
2012,процент,г_Алматы,,,35-44,,8.0
2013,процент,г_Алматы,,,35-44,,9.3
2014,процент,г_Алматы,,,35-44,,6.7
2015,процент,г_Алматы,,,35-44,,8.6
2016,процент,г_Алматы,,,35-44,,6.1
2017,процент,г_Алматы,,,35-44,,7.5
2018,процент,г_Алматы,,,35-44,,6.7
2010,процент,г_Алматы,,,45-54,,8.2
2011,процент,г_Алматы,,,45-54,,7.7
2012,процент,г_Алматы,,,45-54,,7.5
2013,процент,г_Алматы,,,45-54,,8.5
2014,процент,г_Алматы,,,45-54,,7.1
2015,процент,г_Алматы,,,45-54,,6.0
2016,процент,г_Алматы,,,45-54,,6.5
2017,процент,г_Алматы,,,45-54,,7.6
2018,процент,г_Алматы,,,45-54,,7.9
2010,процент,г_Алматы,,,55-64,,10.6
2011,процент,г_Алматы,,,55-64,,9.6
2012,процент,г_Алматы,,,55-64,,10.7
2013,процент,г_Алматы,,,55-64,,11.8
2014,процент,г_Алматы,,,55-64,,8.5
2015,процент,г_Алматы,,,55-64,,6.6
2016,процент,г_Алматы,,,55-64,,9.3
2017,процент,г_Алматы,,,55-64,,7.6
2018,процент,г_Алматы,,,55-64,,5.0
2010,процент,г_Алматы,,,65 и старше,,6.5
2011,процент,г_Алматы,,,65 и старше,,4.1
2012,процент,г_Алматы,,,65 и старше,,0.0
2013,процент,г_Алматы,,,65 и старше,,0.0
2014,процент,г_Алматы,,,65 и старше,,9.0
2015,процент,г_Алматы,,,65 и старше,,5.2
2016,процент,г_Алматы,,,65 и старше,,20.7
2017,процент,г_Алматы,,,65 и старше,,10.1
2018,процент,г_Алматы,,,65 и старше,,1.3
2018,процент,г_Шымкент,,,16-24,,7.6
2018,процент,г_Шымкент,,,25-28,,4.7
2018,процент,г_Шымкент,,,29-34,,5.2
2018,процент,г_Шымкент,,,35-44,,4.4
2018,процент,г_Шымкент,,,45-54,,4.9
2018,процент,г_Шымкент,,,55-64,,15.0
