Year,Units,Пол,Регионы,Местность,GeoCode,Value
2011,на 1000 родившихся,девочки,Актюбинская,городское население,KZ04,9.95
2012,на 1000 родившихся,девочки,Актюбинская,городское население,KZ04,16.71
2013,на 1000 родившихся,девочки,Актюбинская,городское население,KZ04,12.15
2014,на 1000 родившихся,девочки,Актюбинская,городское население,KZ04,12.32
2015,на 1000 родившихся,девочки,Актюбинская,городское население,KZ04,11.16
2016,на 1000 родившихся,девочки,Актюбинская,городское население,KZ04,6.95
2017,на 1000 родившихся,девочки,Актюбинская,городское население,KZ04,8.157389635316697
2018,на 1000 родившихся,девочки,Актюбинская,городское население,KZ04,8.54
2010,на 1000 родившихся,девочки,Алматинская,городское население,KZ01,15.12
2011,на 1000 родившихся,девочки,Алматинская,городское население,KZ01,13.15
2012,на 1000 родившихся,девочки,Алматинская,городское население,KZ01,11.81
2013,на 1000 родившихся,девочки,Алматинская,городское население,KZ01,9.98
2014,на 1000 родившихся,девочки,Алматинская,городское население,KZ01,10.93
2015,на 1000 родившихся,девочки,Алматинская,городское население,KZ01,9.7
2016,на 1000 родившихся,девочки,Алматинская,городское население,KZ01,8.45
2017,на 1000 родившихся,девочки,Алматинская,городское население,KZ01,7.75945683802134
2018,на 1000 родившихся,девочки,Алматинская,городское население,KZ01,7.52
2010,на 1000 родившихся,девочки,Атырауская,городское население,KZ06,18.0
2011,на 1000 родившихся,девочки,Атырауская,городское население,KZ06,14.26
2012,на 1000 родившихся,девочки,Атырауская,городское население,KZ06,18.18
2013,на 1000 родившихся,девочки,Атырауская,городское население,KZ06,10.93
2014,на 1000 родившихся,девочки,Атырауская,городское население,KZ06,10.24
2015,на 1000 родившихся,девочки,Атырауская,городское население,KZ06,7.12
2016,на 1000 родившихся,девочки,Атырауская,городское население,KZ06,11.96
2017,на 1000 родившихся,девочки,Атырауская,городское население,KZ06,10.6544901065449
2018,на 1000 родившихся,девочки,Атырауская,городское население,KZ06,11.22
2010,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,KZ07,18.14
2011,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,KZ07,12.99
2012,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,KZ07,5.74
2013,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,KZ07,7.59
2014,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,KZ07,10.48
2015,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,KZ07,11.79
2016,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,KZ07,7.66
2017,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,KZ07,9.507829977628637
2018,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,KZ07,5.37
2010,на 1000 родившихся,девочки,Жамбылская,городское население,KZ17,20.27
2011,на 1000 родившихся,девочки,Жамбылская,городское население,KZ17,18.19
2012,на 1000 родившихся,девочки,Жамбылская,городское население,KZ17,14.71
2013,на 1000 родившихся,девочки,Жамбылская,городское население,KZ17,21.63
2014,на 1000 родившихся,девочки,Жамбылская,городское население,KZ17,16.85
2015,на 1000 родившихся,девочки,Жамбылская,городское население,KZ17,15.88
2016,на 1000 родившихся,девочки,Жамбылская,городское население,KZ17,10.12
2017,на 1000 родившихся,девочки,Жамбылская,городское население,KZ17,9.398496240601505
2018,на 1000 родившихся,девочки,Жамбылская,городское население,KZ17,7.57
2010,на 1000 родившихся,девочки,Карагандинская,городское население,KZ12,13.54
2011,на 1000 родившихся,девочки,Карагандинская,городское население,KZ12,9.61
2012,на 1000 родившихся,девочки,Карагандинская,городское население,KZ12,12.32
2013,на 1000 родившихся,девочки,Карагандинская,городское население,KZ12,10.81
2014,на 1000 родившихся,девочки,Карагандинская,городское население,KZ12,8.34
2015,на 1000 родившихся,девочки,Карагандинская,городское население,KZ12,8.7
2016,на 1000 родившихся,девочки,Карагандинская,городское население,KZ12,8.06
2017,на 1000 родившихся,девочки,Карагандинская,городское население,KZ12,8.754208754208754
2018,на 1000 родившихся,девочки,Карагандинская,городское население,KZ12,6.98
2010,на 1000 родившихся,девочки,Костанайская,городское население,KZ13,14.04
2011,на 1000 родившихся,девочки,Костанайская,городское население,KZ13,12.58
2012,на 1000 родившихся,девочки,Костанайская,городское население,KZ13,12.53
2013,на 1000 родившихся,девочки,Костанайская,городское население,KZ13,8.92
2014,на 1000 родившихся,девочки,Костанайская,городское население,KZ13,13.62
2015,на 1000 родившихся,девочки,Костанайская,городское население,KZ13,12.02
2016,на 1000 родившихся,девочки,Костанайская,городское население,KZ13,10.83
2017,на 1000 родившихся,девочки,Костанайская,городское население,KZ13,9.99697061496516
2018,на 1000 родившихся,девочки,Костанайская,городское население,KZ13,7.97
2010,на 1000 родившихся,девочки,Кызылординская,городское население,KZ14,21.82
2011,на 1000 родившихся,девочки,Кызылординская,городское население,KZ14,20.36
2012,на 1000 родившихся,девочки,Кызылординская,городское население,KZ14,17.74
2013,на 1000 родившихся,девочки,Кызылординская,городское население,KZ14,18.68
2014,на 1000 родившихся,девочки,Кызылординская,городское население,KZ14,15.21
2015,на 1000 родившихся,девочки,Кызылординская,городское население,KZ14,14.0
2016,на 1000 родившихся,девочки,Кызылординская,городское население,KZ14,13.25
2017,на 1000 родившихся,девочки,Кызылординская,городское население,KZ14,10.711030082041932
2018,на 1000 родившихся,девочки,Кызылординская,городское население,KZ14,10.88
2010,на 1000 родившихся,девочки,Мангистауская,городское население,KZ09,22.24
2011,на 1000 родившихся,девочки,Мангистауская,городское население,KZ09,17.48
2012,на 1000 родившихся,девочки,Мангистауская,городское население,KZ09,14.98
2013,на 1000 родившихся,девочки,Мангистауская,городское население,KZ09,9.96
2014,на 1000 родившихся,девочки,Мангистауская,городское население,KZ09,9.34
2015,на 1000 родившихся,девочки,Мангистауская,городское население,KZ09,9.69
2016,на 1000 родившихся,девочки,Мангистауская,городское население,KZ09,8.41
2017,на 1000 родившихся,девочки,Мангистауская,городское население,KZ09,6.5139263252470805
2018,на 1000 родившихся,девочки,Мангистауская,городское население,KZ09,10.41
2010,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,KZ10,20.31
2011,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,KZ10,21.35
2012,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,KZ10,16.89
2013,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,KZ10,15.54
2014,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,KZ10,13.42
2015,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,KZ10,12.63
2016,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,KZ10,9.57
2017,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,KZ10,10.852302805717311
2018,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,KZ10,8.06
2010,на 1000 родившихся,девочки,Павлодарская,городское население,KZ11,13.07
2011,на 1000 родившихся,девочки,Павлодарская,городское население,KZ11,11.56
2012,на 1000 родившихся,девочки,Павлодарская,городское население,KZ11,8.4
2013,на 1000 родившихся,девочки,Павлодарская,городское население,KZ11,9.31
2014,на 1000 родившихся,девочки,Павлодарская,городское население,KZ11,9.61
2015,на 1000 родившихся,девочки,Павлодарская,городское население,KZ11,8.23
2016,на 1000 родившихся,девочки,Павлодарская,городское население,KZ11,8.13
2017,на 1000 родившихся,девочки,Павлодарская,городское население,KZ11,8.780732563973908
2018,на 1000 родившихся,девочки,Павлодарская,городское население,KZ11,7.35
2010,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,KZ16,13.06
2011,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,KZ16,9.39
2012,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,KZ16,13.43
2013,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,KZ16,10.82
2014,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,KZ16,9.25
2015,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,KZ16,9.13
2016,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,KZ16,6.0
2017,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,KZ16,12.957746478873238
2018,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,KZ16,9.26
2010,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,KZ15,19.86
2011,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,KZ15,16.68
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,KZ15,16.71
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,KZ15,12.11
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,KZ15,11.98
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,KZ15,11.22
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,KZ15,8.95
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,KZ15,6.413059320798718
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,KZ15,7.98
2010,на 1000 родившихся,девочки,г.Нур-Султан,городское население,KZ05,10.75
2011,на 1000 родившихся,девочки,г.Нур-Султан,городское население,KZ05,12.51
2012,на 1000 родившихся,девочки,г.Нур-Султан,городское население,KZ05,12.13
2013,на 1000 родившихся,девочки,г.Нур-Султан,городское население,KZ05,10.56
2014,на 1000 родившихся,девочки,г.Нур-Султан,городское население,KZ05,7.0
2015,на 1000 родившихся,девочки,г.Нур-Султан,городское население,KZ05,7.8
2016,на 1000 родившихся,девочки,г.Нур-Султан,городское население,KZ05,7.46
2017,на 1000 родившихся,девочки,г.Нур-Султан,городское население,KZ05,6.270748801180376
2018,на 1000 родившихся,девочки,г.Нур-Султан,городское население,KZ05,5.71
2010,на 1000 родившихся,девочки,г.Алматы,городское население,KZ02,15.71
2011,на 1000 родившихся,девочки,г.Алматы,городское население,KZ02,17.27
2012,на 1000 родившихся,девочки,г.Алматы,городское население,KZ02,13.03
2013,на 1000 родившихся,девочки,г.Алматы,городское население,KZ02,9.43
2014,на 1000 родившихся,девочки,г.Алматы,городское население,KZ02,8.06
2015,на 1000 родившихся,девочки,г.Алматы,городское население,KZ02,9.36
2016,на 1000 родившихся,девочки,г.Алматы,городское население,KZ02,7.29
2017,на 1000 родившихся,девочки,г.Алматы,городское население,KZ02,7.9033007903300785
2018,на 1000 родившихся,девочки,г.Алматы,городское население,KZ02,8.5
2010,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,17.8
2011,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,16.28
2012,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,14.89
2013,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,12.58
2014,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,11.36
2015,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,10.85
2016,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,10.55
2017,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,9.809264305177113
2018,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,9.28
2010,на 1000 родившихся,девочки,Акмолинская,сельское население,KZ03,14.41
2011,на 1000 родившихся,девочки,Акмолинская,сельское население,KZ03,14.1
2012,на 1000 родившихся,девочки,Акмолинская,сельское население,KZ03,11.67
2013,на 1000 родившихся,девочки,Акмолинская,сельское население,KZ03,8.74
2014,на 1000 родившихся,девочки,Акмолинская,сельское население,KZ03,10.47
2015,на 1000 родившихся,девочки,Акмолинская,сельское население,KZ03,8.99
2016,на 1000 родившихся,девочки,Акмолинская,сельское население,KZ03,10.76
2017,на 1000 родившихся,девочки,Акмолинская,сельское население,KZ03,9.295673936360387
2018,на 1000 родившихся,девочки,Акмолинская,сельское население,KZ03,6.07
2010,на 1000 родившихся,девочки,Актюбинская,сельское население,KZ04,17.46
2011,на 1000 родившихся,девочки,Актюбинская,сельское население,KZ04,14.33
2012,на 1000 родившихся,девочки,Актюбинская,сельское население,KZ04,14.01
2013,на 1000 родившихся,девочки,Актюбинская,сельское население,KZ04,10.53
2014,на 1000 родившихся,девочки,Актюбинская,сельское население,KZ04,9.78
2015,на 1000 родившихся,девочки,Актюбинская,сельское население,KZ04,9.6
2016,на 1000 родившихся,девочки,Актюбинская,сельское население,KZ04,10.45
2017,на 1000 родившихся,девочки,Актюбинская,сельское население,KZ04,13.32001332001332
2018,на 1000 родившихся,девочки,Актюбинская,сельское население,KZ04,11.7
2010,на 1000 родившихся,девочки,Алматинская,сельское население,KZ01,14.42
2011,на 1000 родившихся,девочки,Алматинская,сельское население,KZ01,12.63
2012,на 1000 родившихся,девочки,Алматинская,сельское население,KZ01,11.4
2013,на 1000 родившихся,девочки,Алматинская,сельское население,KZ01,10.04
2014,на 1000 родившихся,девочки,Алматинская,сельское население,KZ01,9.98
2015,на 1000 родившихся,девочки,Алматинская,сельское население,KZ01,8.57
2016,на 1000 родившихся,девочки,Алматинская,сельское население,KZ01,8.61
2017,на 1000 родившихся,девочки,Алматинская,сельское население,KZ01,9.621839337659432
2018,на 1000 родившихся,девочки,Алматинская,сельское население,KZ01,8.39
2010,на 1000 родившихся,девочки,Атырауская,сельское население,KZ06,19.76
2011,на 1000 родившихся,девочки,Атырауская,сельское население,KZ06,19.51
2012,на 1000 родившихся,девочки,Атырауская,сельское население,KZ06,18.6
2013,на 1000 родившихся,девочки,Атырауская,сельское население,KZ06,11.31
2014,на 1000 родившихся,девочки,Атырауская,сельское население,KZ06,11.51
2015,на 1000 родившихся,девочки,Атырауская,сельское население,KZ06,12.84
2016,на 1000 родившихся,девочки,Атырауская,сельское население,KZ06,10.19
2017,на 1000 родившихся,девочки,Атырауская,сельское население,KZ06,8.712969878018423
2018,на 1000 родившихся,девочки,Атырауская,сельское население,KZ06,9.58
2010,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,KZ07,14.29
2011,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,KZ07,15.02
2012,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,KZ07,11.94
2013,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,KZ07,7.66
2014,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,KZ07,8.74
2015,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,KZ07,9.0
2016,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,KZ07,8.06
2017,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,KZ07,6.774557771923223
2018,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,KZ07,6.48
2010,на 1000 родившихся,девочки,Жамбылская,сельское население,KZ17,15.92
2011,на 1000 родившихся,девочки,Жамбылская,сельское население,KZ17,16.84
2012,на 1000 родившихся,девочки,Жамбылская,сельское население,KZ17,14.18
2013,на 1000 родившихся,девочки,Жамбылская,сельское население,KZ17,12.17
2014,на 1000 родившихся,девочки,Жамбылская,сельское население,KZ17,9.78
2015,на 1000 родившихся,девочки,Жамбылская,сельское население,KZ17,10.09
2016,на 1000 родившихся,девочки,Жамбылская,сельское население,KZ17,10.7
2017,на 1000 родившихся,девочки,Жамбылская,сельское население,KZ17,9.190197123068726
2018,на 1000 родившихся,девочки,Жамбылская,сельское население,KZ17,9.22
2010,на 1000 родившихся,девочки,Карагандинская,сельское население,KZ12,20.11
2011,на 1000 родившихся,девочки,Карагандинская,сельское население,KZ12,15.7
2012,на 1000 родившихся,девочки,Карагандинская,сельское население,KZ12,14.47
2013,на 1000 родившихся,девочки,Карагандинская,сельское население,KZ12,9.25
2014,на 1000 родившихся,девочки,Карагандинская,сельское население,KZ12,11.18
2015,на 1000 родившихся,девочки,Карагандинская,сельское население,KZ12,11.8
2016,на 1000 родившихся,девочки,Карагандинская,сельское население,KZ12,10.23
2017,на 1000 родившихся,девочки,Карагандинская,сельское население,KZ12,8.16326530612245
2018,на 1000 родившихся,девочки,Карагандинская,сельское население,KZ12,7.63
2010,на 1000 родившихся,девочки,Костанайская,сельское население,KZ13,12.22
2011,на 1000 родившихся,девочки,Костанайская,сельское население,KZ13,14.95
2012,на 1000 родившихся,девочки,Костанайская,сельское население,KZ13,15.64
2013,на 1000 родившихся,девочки,Костанайская,сельское население,KZ13,14.2
2014,на 1000 родившихся,девочки,Костанайская,сельское население,KZ13,12.57
2015,на 1000 родившихся,девочки,Костанайская,сельское население,KZ13,11.23
2016,на 1000 родившихся,девочки,Костанайская,сельское население,KZ13,11.26
2017,на 1000 родившихся,девочки,Костанайская,сельское население,KZ13,10.34928848641656
2018,на 1000 родившихся,девочки,Костанайская,сельское население,KZ13,10.45
2010,на 1000 родившихся,девочки,Кызылординская,сельское население,KZ14,27.2
2011,на 1000 родившихся,девочки,Кызылординская,сельское население,KZ14,20.13
2012,на 1000 родившихся,девочки,Кызылординская,сельское население,KZ14,23.6
2013,на 1000 родившихся,девочки,Кызылординская,сельское население,KZ14,18.36
2014,на 1000 родившихся,девочки,Кызылординская,сельское население,KZ14,15.62
2015,на 1000 родившихся,девочки,Кызылординская,сельское население,KZ14,13.31
2016,на 1000 родившихся,девочки,Кызылординская,сельское население,KZ14,11.22
2017,на 1000 родившихся,девочки,Кызылординская,сельское население,KZ14,9.433962264150944
2018,на 1000 родившихся,девочки,Кызылординская,сельское население,KZ14,10.08
2010,на 1000 родившихся,девочки,Мангистауская,сельское население,KZ09,21.16
2011,на 1000 родившихся,девочки,Мангистауская,сельское население,KZ09,20.04
2012,на 1000 родившихся,девочки,Мангистауская,сельское население,KZ09,14.9
2013,на 1000 родившихся,девочки,Мангистауская,сельское население,KZ09,11.02
2014,на 1000 родившихся,девочки,Мангистауская,сельское население,KZ09,8.86
2015,на 1000 родившихся,девочки,Мангистауская,сельское население,KZ09,10.05
2016,на 1000 родившихся,девочки,Мангистауская,сельское население,KZ09,12.3
2017,на 1000 родившихся,девочки,Мангистауская,сельское население,KZ09,10.885192031217908
2018,на 1000 родившихся,девочки,Мангистауская,сельское население,KZ09,12.06
2010,на 1000 родившихся,девочки,Южно-Казахстанская,сельское население,KZ10,19.31
2011,на 1000 родившихся,девочки,Южно-Казахстанская,сельское население,KZ10,16.94
2012,на 1000 родившихся,девочки,Южно-Казахстанская,сельское население,KZ10,16.53
2013,на 1000 родившихся,девочки,Южно-Казахстанская,сельское население,KZ10,15.22
2014,на 1000 родившихся,девочки,Южно-Казахстанская,сельское население,KZ10,13.07
2015,на 1000 родившихся,девочки,Южно-Казахстанская,сельское население,KZ10,13.22
2016,на 1000 родившихся,девочки,Южно-Казахстанская,сельское население,KZ10,12.12
2017,на 1000 родившихся,девочки,Южно-Казахстанская,сельское население,KZ10,10.293813366439066
2018,на 1000 родившихся,девочки,Южно-Казахстанская,сельское население,KZ10,9.69
2010,на 1000 родившихся,девочки,Павлодарская,сельское население,KZ11,13.59
2011,на 1000 родившихся,девочки,Павлодарская,сельское население,KZ11,21.14
2012,на 1000 родившихся,девочки,Павлодарская,сельское население,KZ11,12.23
2013,на 1000 родившихся,девочки,Павлодарская,сельское население,KZ11,7.13
2014,на 1000 родившихся,девочки,Павлодарская,сельское население,KZ11,9.64
2015,на 1000 родившихся,девочки,Павлодарская,сельское население,KZ11,6.87
2016,на 1000 родившихся,девочки,Павлодарская,сельское население,KZ11,8.0
2017,на 1000 родившихся,девочки,Павлодарская,сельское население,KZ11,7.2585147962032375
2018,на 1000 родившихся,девочки,Павлодарская,сельское население,KZ11,4.03
2010,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,KZ16,16.93
2011,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,KZ16,13.12
2012,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,KZ16,10.01
2013,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,KZ16,15.53
2014,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,KZ16,10.19
2015,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,KZ16,10.89
2016,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,KZ16,6.8
2017,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,KZ16,10.101010101010102
2018,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,KZ16,10.24
2010,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,KZ15,19.66
2011,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,KZ15,19.19
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,KZ15,16.29
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,KZ15,14.46
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,KZ15,13.43
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,KZ15,10.63
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,KZ15,12.69
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,KZ15,11.082474226804123
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,KZ15,11.52
